Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
192,2014.0,92247.0,1,1,0,12.99,2494.0,100.6,7.0,20.923272120200334,12.5
161,2014.0,30000.0,1,1,0,20.46,1461.0,83.8,5.0,20.923272120200334,5.95
119,2017.0,37282.0,5,1,0,20.85,1197.0,83.14,5.0,20.923272120200334,6.75
132,2018.0,29277.0,1,0,0,11.57,2987.0,254.79,5.0,95.13,59.65
121,2017.0,34000.0,5,0,0,20.51,998.0,67.0,5.0,20.923272120200334,4.35
171,2016.0,53000.0,5,0,0,14.67,1798.0,177.46,5.0,33.36,17.85
190,2014.0,80102.0,5,1,0,17.71,1197.0,78.9,5.0,20.923272120200334,3.5
121,2012.0,90400.0,0,1,0,26.2,998.0,58.2,5.0,20.923272120200334,2.9
66,2014.0,64000.0,1,1,0,24.0,1120.0,70.0,5.0,20.923272120200334,4.15
12,2013.0,65000.0,1,0,0,22.48,1995.0,190.0,5.0,67.87,21.26
119,2013.0,72000.0,1,1,0,23.4,1248.0,74.0,5.0,20.923272120200334,2.69
177,2010.0,70500.0,5,1,0,15.64,1193.0,64.1,5.0,20.923272120200334,1.5
119,2016.0,27755.0,5,1,0,22.0,1197.0,81.8,5.0,20.923272120200334,5.45
192,2018.0,20300.0,1,0,0,11.36,2755.0,171.5,7.0,20.97,18.0
41,2017.0,22000.0,5,1,0,18.88,999.0,123.24,5.0,20.923272120200334,7.85
71,2012.0,54957.0,5,0,0,17.1,1591.0,121.4,5.0,20.923272120200334,5.37
161,2013.0,63295.0,1,1,0,19.01,1461.0,108.45,5.0,20.923272120200334,6.09
59,2018.0,37430.0,5,1,0,17.5,1199.0,113.1567736021998,5.0,10.57,9.9
192,2013.0,51450.0,1,1,0,12.8,2494.0,102.0,7.0,20.923272120200334,10.4
47,2004.0,69870.0,5,1,3,14.2,1597.0,92.0,5.0,20.923272120200334,1.1
54,2014.0,71000.0,1,1,0,25.1,1498.0,98.6,5.0,20.923272120200334,7.45
94,2005.0,50000.0,1,1,0,12.7,2609.0,116.6,8.0,20.923272120200334,1.94
111,2007.0,30441.0,5,1,0,15.9,1298.0,85.0,5.0,20.923272120200334,1.45
73,2013.0,54534.0,5,0,0,16.95,1197.0,78.9,5.0,20.923272120200334,3.65
151,2012.0,87982.0,1,1,0,21.64,1461.0,84.8,5.0,20.923272120200334,5.0
119,2016.0,67906.0,1,1,0,25.2,1248.0,74.0,5.0,20.923272120200334,5.63
66,2016.0,15000.0,5,0,0,18.9,1197.0,82.0,5.0,20.923272120200334,5.35
153,2014.0,40206.0,1,1,0,19.01,1461.0,108.5,5.0,20.923272120200334,7.22
5,2013.0,60000.0,1,0,0,15.73,1968.0,174.33,5.0,20.923272120200334,22.0
100,2016.0,62946.0,1,1,0,15.1,2179.0,140.0,7.0,20.923272120200334,11.05
73,2012.0,29000.0,5,1,0,20.36,1197.0,78.9,5.0,20.923272120200334,2.35
40,2016.0,60924.0,5,0,0,15.63,1499.0,110.4,5.0,20.923272120200334,8.3
192,2015.0,75000.0,1,1,0,12.99,2494.0,100.6,8.0,20.923272120200334,11.75
168,2011.0,87670.0,5,1,0,13.4,1798.0,157.8,5.0,20.923272120200334,4.0
19,2011.0,25000.0,5,0,0,10.37,2979.0,306.0,2.0,20.923272120200334,30.0
108,2011.0,110000.0,1,1,0,28.4,1248.0,73.75,5.0,9.14,4.0
17,2010.0,101119.0,1,0,0,11.0,2993.0,235.0,5.0,20.923272120200334,18.46
7,2014.0,51076.0,1,0,0,12.07,2967.0,241.4,7.0,20.923272120200334,34.88
49,2013.0,40000.0,5,1,0,18.0,1198.0,86.7,5.0,20.923272120200334,3.25
128,2015.0,59630.0,1,0,0,13.0,2143.0,201.1,5.0,20.923272120200334,23.41
54,2009.0,231673.0,5,1,0,17.0,1497.0,118.0,5.0,20.923272120200334,2.6
201,2017.0,18500.0,5,1,0,16.2,1199.0,74.0,5.0,20.923272120200334,6.25
176,2012.0,65932.0,1,3,3,22.3,1248.0,74.0,5.0,20.923272120200334,1.95
79,2016.0,31150.0,1,0,0,16.36,1618.2406369141063,113.1567736021998,5.0,20.923272120200334,30.54
66,2015.0,35000.0,1,1,0,24.0,1120.0,70.0,5.0,20.923272120200334,4.88
24,2011.0,78203.0,1,0,0,18.1,1991.0,147.9,4.0,20.923272120200334,5.5
110,2014.0,54569.0,1,1,0,20.77,1248.0,88.76,7.0,20.923272120200334,5.99
119,2016.0,55746.0,1,1,0,22.9,1248.0,74.0,5.0,20.923272120200334,6.95
28,2007.0,42100.0,5,1,0,18.0,995.0,62.0,5.0,20.923272120200334,0.99
123,2015.0,11000.0,5,0,0,15.5,1595.0,120.7,5.0,20.923272120200334,16.0
74,2009.0,28000.0,5,1,0,17.0,1197.0,80.0,5.0,20.923272120200334,2.65
109,2018.0,43912.0,0,1,0,15.1,1196.0,73.0,5.0,20.923272120200334,4.33
105,2017.0,25040.0,5,1,0,21.4,1197.0,83.1,5.0,20.923272120200334,7.74
189,2013.0,56000.0,5,0,0,14.53,1798.0,138.1,5.0,20.923272120200334,8.25
119,2010.0,54898.0,5,1,4,16.1,1298.0,88.2,5.0,20.923272120200334,2.5
119,2016.0,39000.0,1,1,0,26.59,1248.0,74.0,5.0,20.923272120200334,5.8
52,2012.0,70000.0,5,1,3,19.4,1198.0,86.8,5.0,20.923272120200334,2.5
62,2013.0,84600.0,5,1,3,21.1,814.0,55.2,5.0,20.923272120200334,2.5
71,2011.0,104000.0,1,0,0,19.08,1582.0,126.32,5.0,20.923272120200334,5.75
42,2016.0,68000.0,1,0,0,10.91,3198.0,197.0,7.0,20.923272120200334,29.5
44,2012.0,73500.0,1,1,3,20.0,1399.0,68.0,5.0,20.923272120200334,2.6
121,2015.0,13008.0,5,1,0,20.51,998.0,67.04,5.0,20.923272120200334,3.5
134,2012.0,83000.0,1,0,0,11.74,2987.0,254.8,5.0,20.923272120200334,36.0
43,2006.0,69000.0,5,1,0,16.6,1388.0,68.0,5.0,20.923272120200334,2.15
74,2011.0,37000.0,1,1,0,23.0,1396.0,90.0,5.0,20.923272120200334,2.95
61,2015.0,48200.0,5,1,0,15.29,1591.0,121.3,5.0,20.923272120200334,9.0
12,2012.0,49000.0,1,0,3,16.73,2495.0,218.0,5.0,20.923272120200334,15.5
100,2011.0,126000.0,1,1,4,16.0,2179.0,140.0,7.0,20.923272120200334,6.7
202,2014.0,56058.0,5,1,0,15.04,1598.0,103.2,5.0,20.923272120200334,4.95
105,2018.0,25093.0,5,1,0,21.4,1197.0,83.1,5.0,20.923272120200334,7.76
52,2012.0,40315.0,5,1,0,18.5,1198.0,86.8,5.0,5.92,2.75
52,2012.0,59000.0,5,1,0,19.4,1198.0,86.8,5.0,20.923272120200334,3.25
12,2016.0,76467.0,1,0,0,18.12,1995.0,190.0,5.0,20.923272120200334,30.45
49,2015.0,48000.0,1,1,0,25.8,1498.0,98.6,5.0,20.923272120200334,4.5
135,2010.0,39000.0,1,0,0,14.84,2143.0,170.0,5.0,20.923272120200334,9.5
54,2011.0,48466.0,5,1,0,17.0,1497.0,118.0,5.0,20.923272120200334,3.26
108,2013.0,34900.0,5,1,0,22.0,1197.0,81.8,5.0,7.97,5.49
100,2017.0,64961.0,1,1,0,16.0,2179.0,140.0,7.0,20.923272120200334,16.13
15,2016.0,21000.0,1,0,0,17.05,1995.0,184.0,5.0,20.923272120200334,33.0
54,2016.0,36891.0,5,1,0,17.8,1497.0,117.3,5.0,20.923272120200334,10.49
81,2017.0,7000.0,1,1,0,17.1,1956.0,170.0,5.0,24.02,17.45
121,2010.0,37822.0,5,1,0,22.5,998.0,67.04,5.0,5.04,2.35
66,2015.0,81828.0,1,1,0,24.0,1186.0,73.97,5.0,8.68,5.43
52,2012.0,50000.0,5,1,0,19.4,1198.0,86.8,5.0,20.923272120200334,3.65
72,2016.0,76000.0,1,1,0,24.4,1120.0,71.0,5.0,20.923272120200334,3.8
3,2012.0,24720.0,1,0,3,0.0,2967.0,241.4,5.0,20.923272120200334,28.0
62,2013.0,57759.0,5,1,0,21.1,814.0,55.2,5.0,20.923272120200334,3.84
74,2013.0,70933.0,1,1,3,21.9,1396.0,88.76,5.0,20.923272120200334,3.9
192,2017.0,33901.0,1,1,0,12.8,2494.0,102.0,8.0,20.923272120200334,14.29
126,2017.0,13689.0,1,0,0,17.9,2143.0,136.0,5.0,20.923272120200334,28.25
66,2018.0,10000.0,5,1,0,18.9,1197.0,81.86,5.0,7.54,6.5
62,2013.0,30000.0,5,1,0,21.1,814.0,55.2,5.0,20.923272120200334,2.1
169,2013.0,21000.0,5,1,0,16.8,1395.0,138.02,5.0,20.923272120200334,8.75
201,2015.0,58000.0,5,1,0,16.47,1198.0,73.9,5.0,20.923272120200334,3.95
110,2014.0,42000.0,5,1,3,16.02,1373.0,93.7,7.0,20.923272120200334,5.94
135,2018.0,24465.0,1,0,0,19.27,2143.0,167.62,5.0,20.923272120200334,39.45
119,2011.0,70000.0,5,1,0,16.1,1298.0,88.2,5.0,20.923272120200334,1.3
11,2011.0,64000.0,1,0,0,16.07,1995.0,181.0,5.0,20.923272120200334,10.5
121,2014.0,48500.0,0,1,3,26.6,998.0,58.16,5.0,20.923272120200334,2.85
104,2011.0,46808.0,5,1,3,24.07,998.0,67.1,5.0,4.7,3.19
34,2010.0,39852.0,5,1,0,16.0,1368.0,90.0,5.0,20.923272120200334,1.59
23,2009.0,232000.0,1,1,0,11.5,1991.0,147.9,7.0,20.923272120200334,3.5
71,2012.0,117837.0,1,1,3,22.32,1582.0,126.32,5.0,20.923272120200334,4.75
180,2011.0,90000.0,1,1,3,13.93,2179.0,138.1,7.0,20.923272120200334,2.75
128,2015.0,7501.0,5,0,0,10.0,2996.0,333.0,4.0,87.57,48.0
34,2010.0,145000.0,1,1,0,20.4,1248.0,91.7,5.0,20.923272120200334,2.6
52,2014.0,35000.0,5,0,0,16.5,1198.0,86.8,5.0,20.923272120200334,4.25
40,2017.0,30000.0,1,1,0,23.0,1498.0,98.96,5.0,11.89,8.99
73,2010.0,30566.0,5,0,0,19.2,1197.0,80.0,5.0,20.923272120200334,3.32
11,2011.0,100000.0,1,0,3,22.69,1995.0,190.0,5.0,43.31,10.9
119,2014.0,42109.0,1,1,0,23.4,1248.0,74.0,5.0,20.923272120200334,4.25
135,2015.0,26000.0,1,1,0,15.8,2148.0,170.0,5.0,20.923272120200334,26.0
119,2017.0,37124.0,5,1,0,20.4,1197.0,81.8,5.0,20.923272120200334,5.44
38,2014.0,41000.0,1,1,0,17.0,2149.0,139.07,7.0,20.923272120200334,8.0
135,2017.0,23550.0,1,0,0,19.27,2143.0,167.62,5.0,20.923272120200334,33.66
7,2016.0,51002.0,1,0,0,11.33,4134.0,335.2,7.0,20.923272120200334,48.91
192,2013.0,255000.0,1,1,4,12.99,2494.0,100.6,7.0,20.923272120200334,6.5
73,2014.0,31446.0,5,1,0,20.36,1197.0,78.9,5.0,20.923272120200334,4.66
54,2015.0,42831.0,1,1,0,26.0,1498.0,98.6,5.0,20.923272120200334,7.11
66,2017.0,27417.0,5,0,0,18.9,1197.0,82.0,5.0,20.923272120200334,6.89
61,2015.0,27057.0,5,1,3,15.29,1591.0,121.3,5.0,20.923272120200334,8.15
56,2016.0,14980.0,1,1,0,27.3,1498.0,98.6,5.0,10.81,7.4
44,2012.0,72500.0,1,1,0,18.5,1399.0,68.0,5.0,20.923272120200334,3.12
54,2010.0,76752.0,5,1,0,17.4,1497.0,117.3,5.0,20.923272120200334,3.57
153,2016.0,37000.0,1,1,0,20.45,1461.0,83.8,5.0,20.923272120200334,6.5
71,2012.0,80000.0,1,1,0,22.32,1582.0,126.32,5.0,20.923272120200334,5.25
86,2007.0,92000.0,1,1,0,13.6,2523.0,63.0,7.0,20.923272120200334,2.7
71,2013.0,44000.0,5,0,0,17.1,1591.0,121.4,5.0,20.923272120200334,5.6
110,2016.0,85827.0,1,1,0,20.77,1248.0,88.76,7.0,20.923272120200334,7.5
100,2013.0,130790.0,1,1,0,16.0,2179.0,140.0,7.0,20.923272120200334,9.24
16,2017.0,51982.0,1,0,0,16.55,2993.0,258.0,5.0,20.923272120200334,45.77
128,2001.0,121000.0,1,1,0,15.0,2148.0,113.1567736021998,5.0,20.923272120200334,5.0
24,2014.0,80073.0,1,1,0,17.3,1998.0,163.7,5.0,20.923272120200334,7.11
66,2016.0,51866.0,5,1,0,18.9,1197.0,82.0,5.0,20.923272120200334,5.5
77,2015.0,8000.0,5,0,0,12.5,5000.0,488.1,2.0,20.923272120200334,100.0
72,2016.0,10200.0,5,1,0,19.1,1197.0,82.0,5.0,20.923272120200334,4.99
161,2014.0,52108.0,1,1,0,19.01,1461.0,108.45,5.0,20.923272120200334,5.49
121,2009.0,120000.0,5,1,0,18.9,998.0,67.1,5.0,20.923272120200334,1.69
61,2016.0,42244.0,1,1,0,19.67,1582.0,126.2,5.0,20.923272120200334,12.0
54,2015.0,30000.0,5,0,0,18.0,1497.0,117.3,5.0,15.29,8.65
121,2015.0,55000.0,5,1,0,21.5,1197.0,81.8,5.0,5.88,3.1
119,2012.0,55002.0,5,1,0,17.5,1298.0,85.8,5.0,20.923272120200334,4.25
167,2008.0,61000.0,5,1,3,17.5,1198.0,70.0,5.0,20.923272120200334,1.65
74,2009.0,69000.0,5,1,3,18.5,1197.0,80.0,5.0,20.923272120200334,2.4
189,2007.0,67000.0,5,1,4,13.4,1794.0,125.0,5.0,20.923272120200334,2.2
144,2009.0,97000.0,5,1,0,13.17,1999.0,114.0,5.0,20.923272120200334,3.0
161,2013.0,65000.0,1,1,3,19.01,1461.0,108.45,5.0,20.923272120200334,5.5
192,2012.0,85122.0,1,1,0,12.99,2494.0,100.0,7.0,20.923272120200334,8.2
186,2017.0,1000.0,1,1,0,13.49,2179.0,138.03,5.0,20.923272120200334,7.5
73,2012.0,55231.0,5,1,3,20.36,1197.0,78.9,5.0,20.923272120200334,2.78
115,2011.0,127887.0,1,1,0,21.1,1248.0,73.9,5.0,20.923272120200334,2.95
79,2013.0,46000.0,1,0,3,16.36,2179.0,187.7,5.0,20.923272120200334,24.0
135,2019.0,13190.0,5,0,0,0.0,1950.0,181.43,5.0,49.49,38.99
49,2013.0,39575.0,1,1,0,25.8,1498.0,98.6,5.0,20.923272120200334,3.25
34,2009.0,80000.0,1,1,3,20.4,1248.0,91.2,5.0,20.923272120200334,1.75
100,2016.0,81177.0,1,1,0,16.0,1997.0,140.0,7.0,20.923272120200334,11.25
119,2012.0,95100.0,1,1,0,22.9,1248.0,74.0,5.0,20.923272120200334,3.75
41,2014.0,93321.0,1,1,0,22.7,1498.0,89.84,5.0,20.923272120200334,6.25
14,2013.0,73525.0,1,0,0,16.46,2993.0,258.0,5.0,20.923272120200334,34.54
119,2012.0,94868.0,1,1,0,22.9,1248.0,74.0,5.0,20.923272120200334,4.5
100,2016.0,54000.0,1,1,0,16.0,2179.0,140.0,7.0,20.923272120200334,13.0
73,2008.0,82203.0,5,1,0,19.81,1086.0,68.05,5.0,20.923272120200334,1.8
56,2016.0,35000.0,1,1,0,27.3,1498.0,98.6,5.0,20.923272120200334,5.5
202,2012.0,130000.0,1,1,0,20.54,1598.0,103.6,5.0,20.923272120200334,4.75
66,2017.0,47774.0,5,1,0,18.9,1197.0,82.0,5.0,20.923272120200334,6.04
171,2012.0,56400.0,1,0,0,17.2,1968.0,138.1,5.0,20.923272120200334,8.0
201,2013.0,30000.0,5,1,0,16.47,1198.0,73.9,5.0,20.923272120200334,2.8
56,2017.0,49575.0,5,1,0,18.7,1199.0,88.7,5.0,20.923272120200334,7.17
74,2017.0,25500.0,1,1,0,22.54,1396.0,88.73,5.0,20.923272120200334,7.0
119,2015.0,19000.0,5,1,0,20.85,1197.0,83.14,5.0,20.923272120200334,5.25
101,2016.0,93166.0,1,1,3,14.02,2179.0,118.3,7.0,11.67,5.85
24,2009.0,73204.0,1,0,4,18.1,1991.0,147.9,4.0,20.923272120200334,3.5
201,2014.0,68865.0,1,1,0,15.11,1598.0,103.6,5.0,20.923272120200334,4.8
178,2010.0,40000.0,5,1,0,15.0,1368.0,90.0,5.0,20.923272120200334,1.35
66,2015.0,76362.0,1,1,0,24.0,1120.0,70.0,5.0,20.923272120200334,5.5
120,2016.0,31001.0,1,1,0,24.3,1248.0,88.5,5.0,20.923272120200334,7.25
47,2006.0,85000.0,5,1,3,13.8,1299.0,70.0,5.0,20.923272120200334,0.69
122,2010.0,23000.0,5,1,0,18.2,1061.0,64.0,5.0,20.923272120200334,1.9
47,2007.0,90000.0,5,1,3,13.8,1299.0,70.0,5.0,20.923272120200334,1.4
119,2011.0,81759.0,1,1,0,19.3,1248.0,73.9,5.0,20.923272120200334,4.39
54,2011.0,42086.0,5,1,0,17.0,1497.0,118.0,5.0,20.923272120200334,3.35
191,2013.0,71932.0,1,0,0,12.55,2982.0,168.5,7.0,20.923272120200334,16.5
121,2015.0,43828.0,5,1,0,20.51,998.0,67.04,5.0,20.923272120200334,3.52
169,2006.0,121000.0,1,1,3,16.4,1896.0,90.0,5.0,20.923272120200334,2.5
115,2011.0,50000.0,5,1,3,18.5,1197.0,85.8,5.0,20.923272120200334,1.5
119,2012.0,62000.0,1,1,0,17.8,1248.0,75.0,5.0,20.923272120200334,4.5
201,2011.0,65000.0,5,1,3,16.47,1198.0,73.9,5.0,20.923272120200334,3.0
93,2008.0,2200.0,5,1,0,15.7,1390.0,75.0,5.0,20.923272120200334,2.3
12,2014.0,64158.0,1,0,0,18.48,1618.2406369141063,113.1567736021998,5.268800358102059,20.923272120200334,17.89
119,2014.0,81609.0,1,1,0,17.8,1248.0,113.1567736021998,5.0,20.923272120200334,5.55
66,2016.0,28147.0,5,1,0,18.9,1197.0,81.86,5.0,6.62,5.07
71,2012.0,62000.0,1,1,5,22.32,1582.0,126.32,5.0,20.923272120200334,4.6
71,2012.0,128000.0,1,1,0,22.32,1582.0,126.32,5.0,20.923272120200334,5.0
135,2012.0,49000.0,1,0,3,14.84,2143.0,167.62,5.0,20.923272120200334,19.25
11,2019.0,87000.0,1,0,0,22.69,1995.0,190.0,5.0,52.46,6.67
63,2018.0,35000.0,1,1,0,22.7,1582.0,126.2,5.0,20.923272120200334,15.0
54,2010.0,43000.0,5,1,3,16.8,1497.0,116.3,5.0,20.923272120200334,3.75
192,2017.0,64798.0,1,1,0,13.68,2393.0,147.8,7.0,26.45,18.75
24,2014.0,52895.0,1,1,0,17.3,1998.0,163.7,5.0,20.923272120200334,6.02
37,2001.0,70000.0,5,1,4,0.0,1242.0,113.1567736021998,5.0,20.923272120200334,0.55
57,2014.0,45000.0,1,1,0,24.2,1498.0,98.6,7.0,20.923272120200334,5.0
59,2018.0,15135.0,5,1,0,17.5,1199.0,88.7,5.0,10.57,9.29
22,2016.0,83629.0,1,1,0,25.44,936.0,56.3,5.0,20.923272120200334,3.15
201,2014.0,35059.0,5,0,0,17.21,1798.0,189.0,4.0,20.923272120200334,5.75
169,2008.0,82000.0,1,1,3,18.7,1896.0,66.0,5.0,20.923272120200334,2.35
120,2017.0,25299.0,1,1,0,24.3,1248.0,88.5,5.0,12.56,10.34
95,2013.0,61202.0,1,0,0,11.18,2696.0,184.0,7.0,20.923272120200334,14.5
201,2016.0,7523.0,5,1,0,16.2,1199.0,74.0,5.0,20.923272120200334,6.15
182,2014.0,93000.0,1,1,0,14.0,2179.0,138.1,7.0,20.923272120200334,8.25
74,2018.0,31000.0,1,1,0,22.54,1396.0,88.73,5.0,20.923272120200334,7.75
171,2009.0,108000.0,5,0,0,13.7,1798.0,157.75,5.0,20.923272120200334,4.35
163,2018.0,1000.0,5,1,0,25.17,799.0,53.3,5.0,4.45,3.4
7,2016.0,20002.0,1,0,0,14.75,2967.0,245.0,7.0,20.923272120200334,67.0
44,2016.0,100000.0,1,1,0,25.83,1498.0,99.0,5.0,20.923272120200334,5.1
119,2014.0,81768.0,1,1,0,26.59,1248.0,74.0,5.0,20.923272120200334,5.69
74,2012.0,80000.0,1,1,0,21.27,1396.0,88.76,5.0,20.923272120200334,4.5
121,2019.0,600.0,5,0,0,21.5,1197.0,81.8,5.0,6.8,6.25
56,2017.0,11000.0,5,1,0,18.7,1199.0,88.7,5.0,20.923272120200334,6.75
128,2011.0,55000.0,1,0,3,14.21,2143.0,203.0,5.0,20.923272120200334,16.0
191,2012.0,97000.0,1,0,0,11.5,2982.0,169.0,7.0,20.923272120200334,16.75
192,2016.0,121362.0,1,1,0,13.68,2393.0,147.8,7.0,20.923272120200334,16.0
190,2012.0,44223.0,5,1,0,17.6,1496.0,88.7,5.0,20.923272120200334,3.99
100,2013.0,43000.0,1,1,0,16.0,2179.0,140.0,7.0,20.923272120200334,7.0
189,2008.0,86000.0,5,1,3,14.53,1798.0,138.1,5.0,20.923272120200334,3.5
121,2015.0,55000.0,0,1,0,26.6,998.0,58.16,5.0,20.923272120200334,3.7
133,2017.0,129000.0,1,0,0,11.0,2987.0,258.0,7.0,20.923272120200334,56.0
22,2015.0,66000.0,1,1,0,25.44,936.0,56.3,5.0,20.923272120200334,2.35
54,2016.0,58197.0,5,0,0,18.0,1497.0,117.3,5.0,20.923272120200334,9.19
71,2013.0,37873.0,1,1,0,22.32,1582.0,126.32,5.0,20.923272120200334,4.8
55,2008.0,87000.0,5,1,0,13.5,1799.0,130.0,5.0,20.923272120200334,2.35
119,2013.0,56263.0,1,1,0,22.9,1248.0,74.0,5.0,20.923272120200334,4.17
66,2015.0,37081.0,5,0,0,18.9,1197.0,82.0,5.0,20.923272120200334,5.77
105,2016.0,30112.0,1,1,0,27.39,1248.0,74.0,5.0,20.923272120200334,7.79
171,2011.0,46000.0,5,0,0,13.7,1798.0,157.75,5.0,20.923272120200334,4.9
115,2010.0,68000.0,1,1,3,21.1,1248.0,73.9,5.0,20.923272120200334,3.2
74,2011.0,54000.0,5,1,0,17.0,1197.0,80.0,5.0,20.923272120200334,3.2
119,2015.0,60000.0,5,1,0,17.5,1197.0,85.8,5.0,20.923272120200334,4.8
110,2012.0,63001.0,1,1,3,20.77,1248.0,88.76,7.0,20.923272120200334,6.11
115,2015.0,35314.0,1,1,0,23.2,1248.0,73.94,5.0,20.923272120200334,4.27
54,1999.0,140000.0,5,1,0,13.0,1343.0,90.0,5.0,20.923272120200334,0.9
192,2012.0,106000.0,1,1,0,12.99,2494.0,100.0,8.0,20.923272120200334,8.4
40,2015.0,23000.0,5,0,0,15.63,1499.0,110.4,5.0,20.923272120200334,6.8
196,2016.0,20000.0,1,1,0,21.66,1498.0,108.62,5.0,10.04,6.75
102,2010.0,70000.0,5,1,3,16.1,796.0,37.0,4.0,20.923272120200334,0.9
105,2015.0,98000.0,1,1,0,27.39,1248.0,74.0,5.0,20.923272120200334,5.5
74,2010.0,45000.0,5,1,0,18.5,1197.0,80.0,5.0,20.923272120200334,1.9
11,2013.0,49000.0,5,0,0,14.59,1997.0,245.0,5.0,20.923272120200334,19.0
1,2017.0,61221.0,5,0,0,17.84,1395.0,147.51,5.0,47.16,21.73
54,2008.0,56000.0,5,0,0,16.4,1497.0,78.0,5.0,20.923272120200334,2.99
119,2015.0,62000.0,1,1,0,28.4,1248.0,74.0,5.0,20.923272120200334,6.3
108,2017.0,13000.0,5,0,0,22.0,1197.0,81.8,5.0,10.34,8.5
25,2015.0,25648.0,5,1,0,13.7,1399.0,98.82,7.0,20.923272120200334,4.29
119,2018.0,11500.0,1,0,0,28.4,1248.0,74.0,5.0,20.923272120200334,7.5
201,2011.0,58752.0,5,1,0,16.47,1198.0,73.9,5.0,20.923272120200334,3.32
135,2014.0,64000.0,1,0,0,19.27,2143.0,170.0,5.0,20.923272120200334,15.65
79,2012.0,75668.0,1,0,0,14.74,2993.0,270.9,5.0,20.923272120200334,16.58
74,2016.0,49716.0,1,1,0,21.19,1396.0,88.73,5.0,20.923272120200334,6.2
191,2011.0,60000.0,1,1,0,11.5,2982.0,171.0,7.0,20.923272120200334,10.85
53,2007.0,66000.0,5,0,0,11.1,2354.0,158.8,5.0,20.923272120200334,3.7
104,2014.0,45700.0,5,1,3,22.74,796.0,47.3,5.0,20.923272120200334,2.42
72,2015.0,100000.0,1,3,5,24.4,1120.0,71.0,5.0,20.923272120200334,4.0
